date,persons,record_time,shownotes,title
Mar 09-2017,"['hak', 'miyagawa']",40:42,"['地球(テラ)へ… | 竹宮 惠子', 'ドイツの受託開発会社を退職しました', 'DeNA TechCon 2017', ""Kazuho's Weblog: Fastly に入社しました"", 'Building and scaling the Fastly network, part 1: Fighting the FIB', 'QUIC, a multiplexed stream transport over UDP', 'Summary of the Amazon S3 Service Disruption', 'Amazon Lumberyard', 'けものフレンズプロジェクト', 'ユナイテッド・ステイツ・オブ・ジャパン']",Aftershow 177: Mature Friends (hak)
Mar 21-2017,"['N', 'miyagawa']",2:49:39,"['ゼルダの伝説\u3000ブレス オブ ザ ワイルド | Nintendo', 'リングにかけろ', 'THE MAKING OF ゼルダの伝説 ブレス オブ ザ ワイルド [開発のはじまり]', '任天堂、『ゼルダの伝説 BoW』の「エキスパンション・パス」発表', 'Sony X700D Review (XBR49X700D, XBR55X700D)', 'Android TV', 'BRAVIA meets Android TV™', '4k Movies List & Content Guide - Netflix, Amazon for UHD TVs', '心肺停止', 'Samurai Gourmet', 'Revenge of the Nerds (1984)', 'US suspends expedited processing of H-1B visas', 'Steve Bannon Suggests There Are Too Many Asian CEOs In Silicon Valley', 'Breitbart gets to keep using Shopify to sell its merchandise', 'Rebuild: 153: Connecting The Dots (rui314)', 'Highest paying companies in Silicon Valley', 'Cargo Cult programming', 'Rebuild: 175: Executive Order (higepon)', 'Marufuku Ramen', '家系ラーメン', 'カムデンズ ブルースタードーナツ', 'カールスジュニア Carl’s Jr.®', 'パンダエクスプレス', 'Amazon.com: Alexa Skills', 'Connect Google Assistant - IFTTT', 'Google Home is playing audio ads for Beauty and the Beast', 'Amazon pushes back on prosecutor request for Alexa smart speaker info', 'Children\'s Online Privacy Protection Rule (""COPPA"")', 'Snapchat: How the Snap IPO Ended Up a Huge Flop', 'How does Snapchat use Google App Engine?']",178: Professionals of Cargo Culting (N)
Apr 03-2017,"['typester', 'miyagawa']",1:11:01,"['Google Maps morphs into Ms. Pac-Man for April Fools’ Day', 'Ghost in the Shell (2017)', 'Wilfred/remacs: Rust Emacs', 'The Rust Programming Language', 'Chris Lattner on wrapping up Swift 3, starting Swift 4', 'Cargo: packages for Rust', 'Taking Rust everywhere with rustup', 'Letter.ly Abrupt.ly Loses Domain Name As A Result Of The War In Libya', 'RustConf 2017', 'React Native', 'StyleSheet', 'Modern JavaScript for Ancient Web Developers', 'Platform Specific Code', 'AndroidエミュレータとVirtualBox、Docker for Macを同時に実行できない問題の対処法', 'Genymotion Android Emulator', 'Using React Native: One Year Later – Discord Blog']",179: Rustacean (typester)
Apr 06-2017,"['typester', 'miyagawa']",51:49,"['Gumroad', 'Rebuild: Supporter', '高い城の男\u3000シーズン１', 'Life Is Strange | SQUARE ENIX', '『オーバーウォッチ』日本語版はこうして生まれた', 'Overwatch', 'ゼルダの伝説\u3000ブレス オブ ザ ワイルド | Nintendo', 'ARMS｜Nintendo Switch', 'P５ - ペルソナ５', 'Pebble 2, Time 2 + All-New Pebble Core by Pebble Technology', 'New Pebble update allows watches to keep working once online servers go dark', 'Nature Remo: Make Any Room Air Conditioner Smart', 'Infinite Looping Siri, Alexa and Google Home', 'Android Auto vs Apple CarPlay REAL WORLD TEST', 'Do more with BMW Labs', 'デート 〜恋とはどんなものかしら〜', 'AbemaTV（アベマTV）', 'TVer']",Aftershow 179: Useful to See the Time (typester)
Apr 16-2017,"['hak', 'miyagawa']",1:25:52,"['Nintendo sold more copies of Zelda for Switch than actual Switch consoles', 'コンコルド効果', '勇者ああああ', ""Apple working on ‘completely rethought' Mac Pro"", 'Mac Pro® Rackmount Kit', 'A US-made Mac Pro is a token gesture', 'Apple replaces iPad Air 2 with cheaper 9.7-inch iPad', 'Whoa, Microsoft just squeezed by Apple in tablet satisfaction', 'Apple may drop the Touch Bar for its cheaper 15-inch MacBook Pro', 'Apple ditching Imagination Technologies GPU technology, moving design in-house', 'Apple hiring spree confirms iOS GPU development', 'Tile-based rendering - Imagination Technologies', 'Rebuild: 63: Wanko Soba Chip (naan, hak)', 'Apple could be designing its own power management chip as well', 'Embattled Oculus co-founder Palmer Luckey leaves Facebook', 'Facebook hires Apple veteran to lead virtual reality hardware efforts at Oculus', 'F8 - Facebook Developer Conference', 'Project Scorpio | Xbox', 'Naughty Dog', 'Natural User Interface for Kinect for Windows', 'Amazon unveils the Fire Phone with eye-tracking tech', 'Android O: Everything you need to know']",180: Make Mac Pro Great Again (hak)
Apr 19-2017,"['hak', 'miyagawa']",48:01,"['発泡酒は泡と消える？\u3000ビールと税率統一へ', 'インドの青鬼', 'taspo', '東京五輪は原則、全面禁煙', 'Ghost in the Shell (2017)', ""How 'Your Name' Became the Highest Grossing Anime Film"", 'けものフレンズプロジェクト', 'けものフレンズ\u300012.1話「ばすてき」', 'SHIROBAKO', 'Fire TV Stick', 'mstdn.jp', 'tootsuite/mastodon: A GNU Social-compatible microblogging server', 'Mastodon開発者とpixivのPawoo、ロリ絵対策について議論する', 'Twitter is suing the government for trying to unmask an anti-Trump account', 'GNU social', 'OStatus', 'Set your status in Slack', 'Unicode Adopt-a-Character Submission Form', 'U+1F47D EXTRATERRESTRIAL ALIEN – Codepoints', 'Emoji Skin Tone Modifiers', 'Adopted Characters']",Aftershow 180: Emoji Friends (hak)
May 01-2017,"['higepon', 'miyagawa']",1:10:24,"['seq2seq の chatbot を日本語で動かしてみた - Higepon’s blog', 'ひげみbot (@higepon_bot)', 'Convolutional neural network', 'Sequence-to-Sequence Models', 'ゼロから作るDeep Learning ―Pythonで学ぶディープラーニングの理論と実装', 'TensorFlow', 'Keras', 'Theano', 'Chainer', '意味分からない。最初からKeras使った方が良くない？流石日本人。Chainer好きすぎでしょ。', 'MeCab: Yet Another Part-of-Speech and Morphological Analyzer', 'りんな', 'Twitter taught Microsoft’s AI chatbot to be a racist asshole', 'deepmind/sonnet: TensorFlow-based neural network library', 'FaceApp apologizes for building a racist AI', ""Google Photos labeled black people 'gorillas'"", '新海誠監督の映画から無断使用 「Everfilter」をアニメ会社が調査', 'Is Expensify using Mechanical Turk for reading my receipts?', 'Introducing Echo Look - Hands-Free Camera and Style Assistant', 'Your Samsung TV is eavesdropping on your private conversations', 'Google Home now supports multiple users', ""Google shuts down Burger King's cunning TV ad"", 'Facebook is developing a way to read your mind']",181: UNK Reply Bot (higepon)
May 04-2017,"['higepon', 'miyagawa']",23:07,"['Rebuild: 156: Holes In The Socks (higepon)', 'SOFT SKILLS\u3000ソフトウェア開発者の人生マニュアル', 'ゼルダの伝説 ブレス オブ ザ ワイルド', 'ピンポン', '映画『夜は短し歩けよ乙女』', 'Atlus revises, apologizes for Persona 5’s ‘threatening’ streaming guidelines', 'Podcast Chapters']",Aftershow 181: Bragging About Being Unhealthy (higepon)
May 08-2017,"['N', 'miyagawa']",2:40:14,"['Macron beats Le Pen in French presidential election', 'United Airlines Reaches Settlement With Passenger Who Was Dragged Off Plane', 'Netflix 悪童日記', 'New Nintendo 2DS XL hands-on', 'Nintendo Paid Extra To Ship Us The Nintendo Switch', 'メルカリで現金売買、なぜ？と話題に', 'AbemaTV', '「1年で200億円の赤字」――藤田社長が投資するAbemaTVの“謎”', ""What's actually in the GOP health care bill"", 'Bernie Sanders: Trump was right, Australian healthcare is better', '藤井聡太｜棋士データベース｜日本将棋連盟', '第27回世界コンピュータ将棋選手権決勝リーグ「elmo-ponanza」suimon観戦記', 'Ponanzaにディープラーニングを組み込んだ最新版も登場。コンピュータ将棋No.1を決める「世界コンピュータ将棋選手権」を配信', 'Google’s AlphaGo Is About to Face Its Toughest Competition Yet', 'Introducing Echo Look', 'Google Voice gets a new look for its first major update in years']","182: Garbage In, Poo Out (N)"
May 28-2017,"['takoratta', 'miyagawa']",2:20:18,"['第189回 及川卓也（2012年1月23日放送）| ＮＨＫ プロフェッショナル 仕事の流儀', 'Google I/O 2017', 'Google Cloud Next', 'Android Meets TensorFlow: How to Accelerate Your App with AI', 'Rebuild: Supporter', ""Developer Keynote (Google I/O '17)"", 'Google Home、日本で年内発売へ', '源義朝', 'Intel Buys Mobileye in $15.3 Billion Bid to Lead Self-Driving Car Market', 'Tango', 'Windows Mixed Reality', 'Google Lens Turns Your Camera Into a Search Box', 'Microsoft Office Lens', 'Introducing Echo Show - Amazon Official Site', 'Google Assistant SDK', 'Here’s how to use the CIA’s ‘weeping angel’ smart TV hack', 'Kotlin on Android. Now official', 'Everything new in Android O', 'Android O notification channels, notification snooze and how they work', 'Chrome Dev Summit 2016', ""Building for Your Next Billion Users (Google I/O '17)"", 'Android Go is a lightweight version of Android for crazy cheap phones', 'Android Instant Apps', 'Chromer - Browser', 'Of course Google is killing off Spaces', 'Standards body warned SMS 2FA is insecure and nobody listened', 'Google goes after Slack and splits Hangouts into Chat and Meet', 'Google Is Finally Killing Picasa', ""Past, Present and Future of AI / Machine Learning (Google I/O '17)"", 'ATAP goes AWOL at Google I/O', 'Kill Google AMP before it KILLS the web']",183: Google Death Note (takoratta)
May 31-2017,"['takoratta', 'miyagawa']",18:16,"['Java Daddy James Gosling goes to work for Amazon Web Services', 'Kotlin Island', 'Development of Windows Vista', 'OS X version code-names', 'Talisker Whisky', 'MeCab: Yet Another Part-of-Speech and Morphological Analyzer', 'google/mozc: Mozc - a Japanese Input Method Editor', 'The case for Android Oreo']",Aftershow 183: Android Ohagi (takoratta)
Jun 09-2017,"['hak', 'miyagawa']",1:43:07,"['WWDC Keynote, June 2017', 'iMac - Apple', 'USB Power Delivery', 'NEW YubiKey 4C featuring USB-C revealed at CES 2017', 'Google to OEMs: Don’t use Qualcomm Quick Charge; USB-PD is the future', 'AMD Threadripper 1920 12-Core CPU & Vega 16GB/8GB Cards Leaked', 'Intel’s Core i9 Extreme Edition CPU is an 18-core beast', 'iMac Pro', ""Apple's Metal 2 API Adds External GPU, VR Support to macOS"", 'iMac memory specifications', 'APFS Introduction', 'Craig (@_HairForceOne)', 'macOS High Sierra Preview', 'Metal 2', 'Indirect Drawing', 'ARKit', 'Apple Acquires Augmented Reality Company Metaio', 'Tango', 'Nvidia G-SYNC – variable refresh rate technology', 'High Efficiency Video Coding, H.265, and 4K compression explained', 'MPEG LA', 'VP9', 'HLS Vs Dash', 'Apple introduces a completely redesigned App Store', '“MP3 is dead” missed the real, much better story', 'LAME MP3 Encoder', 'Core ML', 'Google Announces Tensorflow Lite: A Neural Network Library for Mobile Phones', 'Converting Trained Models to Core ML']",184: Fu in Fusion Gets Faster (hak)
Jun 12-2017,"['hak', 'miyagawa']",48:03,"['Palmer Luckey returns to public life sporting a new goatee', '@hak: With Palmer Luckey, かなり嬉しいw', ""Palmer Luckey's virtual border wall: From disruption to dystopia"", 'Essential Products | My Phone is Essential', 'moto mods - Motorola US', 'Ara', 'Google Pixel Experience', 'Google just fixed an annoying freezing bug with its Pixel phone', 'Essential Home', 'HomePod - Apple', 'HDMI ARC', 'Harmony Remote', 'Amazon.com: Logitech Harmony Hub', 'Amazon.com: PDP PlayStation 4 IR Receiver', 'Intel Core i9', 'IBM creates a new transistor type for 5nm silicon chips', ""Nvidia's bleeding-edge Volta GPU"", 'Bose Hearphones', 'Alien: CovenantG', '優先席マーク']",Aftershow 184: Luckey Beast (hak)
Jun 18-2017,"['naan', 'miyagawa']",2:24:19,"['San Jose Convention Center', 'MacBook\xa0Pro', 'Rebuild: 184: Fu in Fusion Gets Faster (hak)', 'iMac Pro', ""Just how overpriced is Apple's new iMac Pro?"", 'Platforms State of the Union - WWDC 2017', 'SourceKit apple/swift', ""What's New in Xcode 9"", 'builderscon tokyo 2017 - Aug 3, 4, 5 2017 ★', 'Keyboardio: heirloom-grade keyboards for serious typists', 'Podcast Chapters', 'Apple Podcasts - WWDC 2017', 'Serial', 'JSON Feed', 'xkcd: Standards', 'Michelle Obama Explains How to Be a Great Leader', 'Apple Leadership - Lisa Jackson', 'Dominic Giampaolo', 'The Talk Show ✪: Live From WWDC 2016, With Phil Schiller and Craig Federighi', '「iOS 10.3」不具合、Kindleアプリで本を読めなくなった', 'FAQ - Normalization', 'APFS’s “Bag of Bytes” Filenames', 'iPad Pro 10.5 review: overkill', 'Apple unveils macOS ‘High Sierra’ w/ Safari improvements, APFS, more', 'nokiatech/heif: High Efficiency Image File Format', 'How to enable screen recording on iOS 11', ""iOS 11 adds 'Do Not Disturb while driving'"", 'Apple has acquired Workflow, a powerful automation tool', 'Hulu日本版、リニューアルで不具合続出', 'Netflix Supported Devices', 'Apple is going to let podcast creators see what listeners actually like', 'nfarina/homebridge: HomeKit support for the impatient', 'ASCIIwwdc - Searchable full-text transcripts of WWDC sessions', 'The unofficial WWDC app for macOS']",185: Shake iPad Pro to Undo (naan)
Jul 04-2017,"['N', 'miyagawa']",2:38:48,"['ゼルダの伝説\u3000ブレス オブ ザ ワイルド', 'ARMS | Nintendo Switch', 'Rebuild: 185: Shake iPad Pro to Undo (naan)', ""How to use iOS 11's password autofill for apps"", 'Shared Web Credentials', 'Universal Links for Developers', 'How To View Chrome’s Saved Passwords From Anywhere', 'Apple Beta Software Program', 'Horseshoe Bend, Arizona', 'Apple Pay person-to-person transfers', 'Apple reportedly adds simple Wi-Fi sharing in iOS 11', 'Share content by NFC with Android Beam', 'The Ten ‘Commandments’ of Sushi', 'HEIF - High Efficiency Image File Format', '若者はみんな使っている？\u3000謎のワード「ギガが減る」とは', 'Amazon Echo Dot', 'iPod Hi-Fi', 'nfarina/homebridge: HomeKit support for the impatient', 'Apple will now let hobbyists build their own HomeKit devices', 'SSDs Designed for the Mac from OWC', 'Synology Inc.', '木村一基', '佐々木五段勝利で藤井四段記録更新ならず', '井山裕太七冠達成', 'Google’s AlphaGo Defeats Chinese Go Master in Win for A.I.', 'AlphaGo Match Archive | DeepMind', 'NHKスペシャル | 人工知能\u3000天使か悪魔か\u30002017', '第3期 叡王戦', 'Amazon to Buy Whole Foods for $13.4 Billion', 'Amazonの配送業者「デリバリープロバイダ」が音信不通か']",186: Not Enough Gigs for Instagram (N)
Jul 23-2017,"['hak', 'miyagawa']",2:01:43,"['GopherCon 2017', 'Afuri Ramen - Portland', 'Here are some more ways to bring MagSafe charging back to your USB-C MacBook Pro', 'Apple may create a MagSafe to USB-C adapter', 'Anker PowerPort+ 5 USB-C Power Delivery', ""Benson Leung's review of Juiced Systems USB-C"", 'Karabiner-Elements: The next generation Karabiner for macOS Sierra', 'The New Razer Blade Gaming Laptop', 'Skylake, Kaby Lake chips have a crash bug with hyperthreading enabled', 'Ryzenにまつわる2つの問題', 'Pentium FDIV bug', 'AMD vs Intel Market Share', 'The new iPad Pro A10X chip is the first 10nm TSMC chip', 'Samsung and Google are finally on the same side as Apple in a new battle', 'Apple Machine Learning Journal', 'ゼロから作るDeep Learning', 'Swift Creator Chris Lattner Leaves Tesla After Only Six Months in the Job', ""Chris Lattner's Resume"", 'Fallout', 'ファミコンに続いて、スーパーファミコンが小さくなって再登場！', 'アクトレイザー', 'Zygote', 'District 9', 'The Girl with All the Gifts', 'The Last Of Us - Naughty Dog', 'Black Mirror | Netflix', 'Apple previews new emoji coming later this year', 'Dragon Emoji', 'BLADE RUNNER 2049 – Trailer 2', 'くりぃむ有田「有田と週刊プロレスと」シーズン2']",187: Zombie Modifier (hak)
Aug 14-2017,"['fumiakiy', 'miyagawa']",2:09:42,"['内閣官房 国民保護ポータルサイト', 'Yahoo!防災速報', 'Emergency Alert System (EAS)', 'Nexus 5X 交換顛末記', 'Authy – Two-Factor Authentication App', 'Rebuild: 37: N Factor Auth (Naoki Hiroshima)', 'U2F - FIDO Universal 2nd Factor Authentication', 'Dropbox introduces new ‘mobile prompts’', 'Soft U2F', ""The Google memo: how an engineer's manifesto caused a diversity uproar"", 'Why I Was Fired by Google - WSJ', '映画「ワンダーウーマン」の日本の宣伝がTwitterで酷評', 'iOSDC Japan 2017 ★', 'Google’s App Aesthetic', 'Achievement unlocked: アメリカ国内で H-1B のまま転職した（1/2）', 'Hired - Job Search Marketplace', 'AngelList', 'H1B Transfer - Transfer of H1B visa to another sponsor employer', 'How Trump’s ‘Merit-Based’ Immigration System Might Work', 'AnyPerk CEO Taro Fukuyama', 'Google Interview Questions']",188: Two-Phase Commit (fumiakiy)
Aug 18-2017,"['fumiakiy', 'miyagawa']",27:22,"['Total Solar Eclipse 2017', 'Boston Globe mocked for tying solar eclipse to Trump voters', 'Heroes (TV Series 2006–2010) - IMDb', 'Heroes Reborn', 'NASA’s plasma rocket making progress toward a 100-hour firing', 'MARS - National Geographic Channel', '映画『オデッセイ』オフィシャルサイト', 'Amazon.com: Oasis', '機動戦士ガンダム THE ORIGIN シャア・セイラ編 I 青い瞳のキャスバル', '機動戦士ガンダム００ [ダブルオー]', 'Netflixの世界戦略を「アニメ」に見た──独自作品の配信を強化する本当の理由', 'Castlevania | Netflix', 'Formula E']",Aftershow 188: Alternative Timeline (fumiakiy)
Aug 22-2017,"['typester', 'miyagawa']",1:55:31,"['エアロプレス | おいしいコーヒーの淹れ方', 'The World AeroPress Championship', 'ドラゴンクエストXI\u3000過ぎ去りし時を求めて', '鎌倉市／電気自動車の普及促進について', 'Elon Musk Takes Customer Complaint on Twitter From Idea to Execution in 6 Days', 'Steve Jobs Is Parked In a Handicapped Spot, And His Car Is Probably Still There', 'Rebuild: 179: Rustacean (typester)', 'React Native: Running On Device', 'ASUS ZenBook 3', 'ZeroTier', 'kholia/OSX-KVM: Run Mac OS X El Capitan and macOS Sierra on QEMU/KVM', 'AppImage | Linux apps that run anywhere', 'Docker For Mac', 'tekezo/Karabiner-Elements', 'Hypervisor | Apple Developer Documentation', 'Mozc - a Japanese Input Method Editor designed for multi-platform', 'Electron', 'The new Twitch Desktop App is here', 'Dropbox responds to accusations its Mac desktop client hacks OS X security', 'Mac: Routing Links to Chrome Profiles – Tatsuhiko Miyagawa’s Blog', 'Choosy: A smarter default browser for macOS', 'Emacs As Daemon', ""PLAYERUNKNOWN'S BATTLEGROUNDS"", 'typester - Twitch', 'Playerunknown’s Battlegrounds ‘stream sniping’ ban divides community', 'ドン勝とは', 'PS4・3DSで「ドラクエ1～3」配信決定', 'ドラクエ11、ニンテンドースイッチ版も発売が正式発表！株主総会で開発を認める', 'よゐこのマイクラでサバイバル生活 第1回 - YouTube']",189: Server-side Emacs (typester)
Sep 13-2017,"['higepon', 'miyagawa']",1:52:37,"['Visa payWave', 'San Francisco Breaks All-Time Heat Record at 106 Degrees During Hottest Recorded Summer', 'Project Fi', 'Rebuild: 181: UNK Reply Bot (higepon)', ""In my Seq2Seq chatbot, I'm seeing many general replies. How can I debug Seq2Seq output? - Quora"", 'りんな', 'RICOH THETA', 'Insta360 の 360°カメラ0', 'Fake Instagram Account Earns Sponsored-Influencer Money', 'Essential Products', 'LEICA DG SUMMILUX 25mm', 'オリンパス デジタル一眼カメラ「OM-D E-M10 MarkIII」ボディ', 'ライカ DG SUMMILUX 15mm/F1.7 ASPH', 'KFCおじさん、カーネル・サンダースのすべて', 'Todoist', 'Clean up your inbox with bundles - Inbox by Gmail Help', '世帯での情報共有のしかた - はまさき', 'Mailgun', 'iPhone - Apple', 'Fitbit Ionic™ Watch', 'Splatoon 2 for Nintendo Switch', 'Pants: A fast, scalable build system', 'WEB+DB PRESS Vol.100｜技術評論社']",190: The 360-Degree Camera Bug (higepon)
Sep 18-2017,"['hak', 'miyagawa']",2:07:03,"['東京マラソン2018', 'Jeff Williams', 'Apple Watch Series 3', 'What is an eSIM', '「eSIM」とMVNOの関係', 'T-Mobile won’t slow down the Apple Watch’s data speeds after all', 'Interview: Scott Forstall and Original iPhone Innovators @ Computer History Museum', 'T-Mobile DIGITS | DIGITS Rate Plan', 'Apple TV 4K', 'Apple starts rolling out 4K HDR content to iTunes', 'HDR10 vs Dolby Vision: Here’s what you need to know', 'YouTube for Android TV faces wide functionality criticism after full version 2.0 rollout', ""This Apple leak is like nothing we've ever seen before"", 'The Apple iPhone 8 and iOS 11 code leak was probably an inside job', ""The inside story of 'brain' of the iPhone X: the A11 Bionic chip"", 'Android bionic', 'Rebuild: 157: No Need For Rice (hak)', 'About GPU Family 4', ""Apple's new iPhones use AI 'Portrait Lighting' to improve shots"", 'Starbucks Begins National Roll-Out of Powermat Wireless Charging', 'Wireless Charging - IKEA', 'Apple AirPower wireless charging pad', 'With CrashPlan getting out of the consumer cloud backup game', 'Backblaze', 'iPhone X', 'LoopyCases', 'iPhone X - iOS Human Interface Guidelines', 'Craig Federighi answers some burning questions about Face ID', 'Monkey selfie case settlement reached']",191: Two More Bowls of Rice (hak)
Sep 21-2017,"['hak', 'miyagawa']",42:32,"['Webpass - Gigabit & High-Speed Internet', 'Uber Advanced Technologies Group hires Oculus platform lead Jon Thomason', 'ARCore - Google Developers', '勇者ヨシヒコ', 'ドラクエ11 「ルーラ」のためにEpic GamesがUnreal Engine 4を改良していた', 'ニンテンドークラシックミニ スーパーファミコン', 'Dunkirk (2017)', 'Westworld', 'バイリンガルニュース (Bilingual News)', 'There’s going to be a new short Blade Runner anime set in 2022', 'Ghost in the Shell (2017)', '桃井はるこ']",Aftershow 191: Alternative Momoi (hak)
Oct 04-2017,"['N', 'miyagawa']",2:49:02,"['Google Pixel 2 event: what to expect', 'iPhone X - Apple', 'Antennagate', 'Two iPhone 8 battery incidents have already been reported', 'MacBook出火、13日(金)のこと - SWDYH', 'Apple Watch Series 3', '눝 - LTE', ""Beyonce shows off Apple Watch you can't have"", 'Apple Watch発表から3年 - 最新モデル、ではなくApple役員の体型に注目してみた', 'Don’t wait for the Apple Watch to dole out medical advice anytime soon', 'Daring Fireball: Thoughts on Apple TV 4K', ""Amazon's new Fire TV is a 4K-capable, Chromecast-style dongle"", 'Starbucks Powermat Spots Will Wirelessly Charge Your Phone', 'Iced Coffee Brewing Guide - New Orleans Iced', 'Blue Bottle: The best coffee you may ever drink', 'Blue Bottle Coffee: Oji — The Dieline', 'The case for Apple to finally just make a TV', 'Massive Pixel 2 Leak Details 15 New Features', ""Andy Rubin's Essential Has Only Shipped 5,000 Phones"", 'Google is buying part of HTC’s smartphone team', ""T-Mobile's iPhone upgrade program"", 'iPhone Upgrade Program - Apple', 'Designing Websites for iPhone X | WebKit', 'Firefox Quantum Browser', 'Brave', 'Advertisers are furious with Apple for new Safari 11 updates', 'Mozilla CEO resignation raises free-speech issues', 'Oji Co.,Ltd', ""Twitter's 280-Character Tweets Are Fine"", '「FF外から失礼します」\u3000Twitterの“謎ルール”', 'シアトル在住のアーロン・パターソンさん、ネットスラングの解説で一躍有名人に', 'Japan Comes Up With Polite Slang For Twitter Replies', 'ふぁぼ爆撃とは', '「仕事にも支障が」\u3000Twitterを凍結され、日本法人を訪れて抗議したエンジニアに聞く', 'Mastodon is big in Japan. The reason why is… uncomfortable', 'What Is a Subtweet?', ""Elon Musk proposes using SpaceX's 'BFR' to travel around Earth""]",192: The Future Is Now (N)
Oct 24-2017,"['gfx', 'miyagawa']",1:45:52,"['ISUCON', 'Fastly Yamagoya Meetup 2017', 'fastly #yamagoya2017 - Togetterまとめ', 'Discord', 'Reactiflux is moving to Discord - React Blog', 'Gitter', 'Slack日本語版、年内に登場へ', 'Introducing Shared Channels: Where you can work with anyone in Slack', 'GraphQL | A query language for your API', 'GraphQL: A data query language', 'The GitHub GraphQL API', 'Hypermedia', 'Swagger', 'rmosolgo/graphql-ruby: Ruby implementation of GraphQL', 'Node.js + GraphQLでBFFを作った話', 'PromQL | Prometheus', 'Apollo GraphQL', 'Caching of GraphQL servers with Fastly / Varnish', 'JSON API', 'SSKDs and LSUDs', 'Kibela', 'Bloke takes over every .io domain by snapping up crucial name servers', 'Is using an .ly domain right - or wrong?', 'Google Pixel 2', 'How Google Built the Pixel 2 Camera', '「Pixel 2」日本投入なくアプリ開発者が困惑', 'Pixel 2 and Pixel 2 XL are the first phones to support eSIM for Project Fi users', 'Latest Chrome Beta Update Drops the Address Bar to the Bottom by Default', 'Bottom navigation - Components - Material Design', '507SH, Android One', 'Kotlinのスキルを持たないAndroid開発者は恐竜のようになるリスクに直面', 'Jake Wharton', 'Microsoft/reactxp', 'necolas/react-native-web: React Native for Web', ""If you use Twitter Lite you're now using a web app rendered by React Native for Web"", 'Relay']",193: Winter Is Coming (gfx)
Nov 07-2017,"['hak', 'miyagawa']",1:51:48,"['Discord', 'WebRTC', 'Opus Codec', 'バイリンガルニュース 特別編 #BN288', 'iPhone X - Apple', 'iPhone 8 sales may be even worse than we thought', 'iPhone X Teardown - iFixit', ""Apple's New A11 Bionic Packs One Hell of a Wallop"", 'Will It Blend?', 'The iPhone X’s notch is basically a Kinect', ""The iPhone X's Face ID can be fooled by identical twins"", ""Apple fired an iPhone X engineer over his daughter's viral video"", 'Broadcom bids $103 billion for Qualcomm, open to going hostile', 'Imagination Technologies deal ends run as UK’s bright spark', 'KDDI田中社長が語る「iPhone 8／8 Plus／X」', 'Rebuild: 193: Winter Is Coming (gfx)', ""How big of a problem is the Pixel 2 XL's screen, really?"", ""Apple reminds iPhone X owners they're using an OLED display"", 'Here’s how the Google Pixel 2 fights OLED burn in on its always-on display', 'Project Fi', 'Ting', 'Google Pixel 2 XL Teardown - iFixit', 'Pixel Visual Core: image processing and machine learning on Pixel 2', 'New video explains how Google built the Pixel 2’s camera', 'Google CEO makes fixing hamburger emoji his top priority', ""Google serves employees a real version of Android's burger emoji"", 'Razer Phone', 'Project Treble', 'Intel Coffee Lake Core i7-8700K', 'Amazon | Kindle Oasis', 'alanreid/bravia: Control your Sony Bravia TV using nodejs', 'Adobe MAX 2017: Jason Levine', 'Fastly Yamagoya Meetup 2017', 'Microservices on Fastly']",194: Micro-Earth At Your Fingertips (hak)
Nov 10-2017,"['hak', 'miyagawa']",40:36,"['Blade Runner 2049\xa0(2017) - Rotten Tomatoes', '‘Blade Runner 2049’ Sputters at the Domestic Box Office', 'Ryan Gosling', 'Mackenzie Davis', 'Black Mirror | San Junipero', 'Game of Thrones', 'Rebuild: 193: Winter Is Coming (gfx)', 'SINoALICE ーシノアリスー | SQUARE ENIX', 'アズールレーン', 'Tencent', 'WeChat', 'Kung Fu Yoga (2017)', 'スマートフォン版 どうぶつの森', 'ニンテンドークラシックミニ スーパーファミコン', 'Contra', '少女終末旅行', ""Trump's 'Remember Pearl Harbor' tweet""]",Aftershow 194: Moe Military Post-Apocalyptic (hak)
Nov 15-2017,"['N', 'miyagawa']",2:45:02,"['House of Cards writers to rework season 6 without Kevin Spacey', 'Zoe Barnes | House of Cards', 'Louis C.K. Is Accused by 5 Women of Sexual Misconduct', 'Apple to Reopen iPhone X Reservations Starting November 4 Outside of United States', 'About Face ID advanced technology', 'iPhone X Review Roundup: Face ID Works Well as Life Without Home Button Takes Getting Used To', ""California's wildfires near containment even as structure loss grows"", 'Apple’s ‘Differential Privacy’ Is About Collecting Your Data---But Not Your Data', 'Facebook releases a standalone app for events', 'Use Bluetooth and Wi-Fi in Control Center with iOS 11', 'Notchless | Hide the notch on your iPhone X', 'Samsung returns to mock iPhone X buyers in latest commercial', 'Jony Ive with notch hair', ""Jony Ive's perfect magazine is one with no content"", 'Jony Ive on Apple Park', 'Set up Apple Pay Cash and person to person payments', 'How To Use Eye Tracking On Samsung Galaxy S7 And Galaxy S7 Edge', 'Clips - Apple', 'Animoji Karaoke - Bohemian Rhapsody', 'Apple iPhone X: DxOMark', 'DxOMark Smartphone Ratings: Explained!', 'Gentoo Linux', 'Stranger Things | Netflix', 'Mindhunter', '選択的夫婦別姓への反論に反論します｜青野慶久', 'Mackenzie Davis', 'Halt and Catch Fire Season, Episode and Cast Information', 'Halt and Catch Fire']",195: Notch By Perfume (N)
